Date,District,Header,Story,Source,Attack,Propaganda,Structural Discrimination,Material Damage,Reported status,year,type of incident,date_form
2020-12-07,Marzahn-Hellersdorf,Erneut NPD-Aufkleber am Corso,Am Einkaufszentrum Corso in Hellersdorf-Süd wurden erneut Aufkeber der extrem rechten Partei NPD entdeckt. Die Aufkleber propagieren ein rein binäres Geschlechterbild.,Augenzeug*in / Register Marzahn-Hellersdorf,,,,,,2020,,2020 Dec 07
2020-12-02,Mitte,LGBTIQ*feindliche Propaganda der NPD im Wedding,In der Nähe des U-Bahnhofs Rehberge im Wedding wurde ein LGBTIQ*feindlicher Aufkleber der neonazistischen NPD entdeckt und entfernt.,Registerstelle Mitte,,,,,,2020,,2020 Dec 02
2020-12-02,Reinickendorf,"LGBTIQ-feindliche, rassistische und antimuslimische Aufkleber im Märkischen Viertel","Im Märkischen Viertel, Höhe Heinz-Brandstraße, wurden mehrere Aufkleber mit rassistischem, antimuslimischem und lgbtiq*-feindlichem Inhalt entdeckt. Die Aufkleber sind von einem extrem rechten Kleidungslabel und Onlineversand sowie der Jugendorganisation der NPD.",Register Reinickendorf,,,,,,2020,,2020 Dec 02
2020-11-30,Neukölln,Rassistische Postings auf Neuköllner AfD-Facebook-Seiten,Auf zwei Facebook-Seiten veröffentlichte die Neuköllner AfD im November mehrere rassistische Postings. Darunter befinden sich Postings mit flüchtlingsfeindlichem Inhalt aber auch Artikel die geteilt wurden und den den Anstieg der LGBTIQ*feindlichen Angriffe im Bezirk auf eine bestimmte Gruppe bzw. deren Religion zurückführen. Außerdem wurde in Postings über schulischen Erfolg als Bedingung für Bleiberechtsperspektiven fantasiert.,Register Neukölln,physical,,,,,2020,physical attack,2020 Nov 30
2020-11-29,Lichtenberg,NPD-Aufkleber in Lichtenberg Nord,"In der Vulkanstraße, im Weißenseer Weg wurden verschiedene Aufkleber der NPD gefunden. Sie richteten sich vor allem gegen ""Gender Mainstreaming"" und ""Genderwahnsinn"".",Berliner Register,,,,,,2020,,2020 Nov 29
2020-11-28,Mitte,LGBTIQ*feindlicher Angriff in Moabit,"Gegen 18.00 Uhr wurde ein 29-jähriger Mann in der Waldstraße in Moabit von zwei Männern im Alter von 32 und 65 Jahren aus LGBTIQ*feindlicher Motivation ins Gesicht geschlagen und getreten, mit einem Gürtel gewürgt und verletzt.",ReachOut Berlin,physical,,,,,2020,physical attack,2020 Nov 28
2020-11-25,Mitte,Massive LGBTIQ*feindliche Bedrohung am Schillerpark,"Zwei queere Personen waren mit Hunden gegen 17.20 Uhr auf der Barfussstraße  auf dem Weg zum Schillerpark im Wedding unterwegs, als ein weißer, angetrunkener Mann mit Hund, den sie vom Sehen kennen, aus einem Haus kam und hinter ihnen her lief. Der Mann, der seinen Hund mit dem Namen ""Adolf"" rief, begann sie an der Kreuzung Barfussstr./Edinburgher Str. zunächst als ""Scheiss Punks"" und ""dreckige Penner"" zu beleidigen. Auf ihre Antwort, sie in Ruhe zu lassen wurde er lauter und seine Beleidigungen wurden sexistisch und LGBTIQ*feindlich. Als sie weiter in der Edinburgher Str. am Schillerpark entlanggingen und erneut riefen, er solle sie in Ruhe lassen, wurde er immer lauter, lief schneller hinter ihnen her, um sie einzuholen, beleidigt sie weiter und drohte ihnen schließlich Gewalt an. Erst als sie in die Ofener Str. einbogen, hörte der Bedroher auf, sie weiter zu verfolgen und ging stattdessen weiter am Schillerpark lang, während er ihnen weiterhin laut Beleidigungen hinterherschrie. Weitere Passant*innen, welche die Bedrohung mitbekommen haben müssen, unternahmen nichts.",Registerstelle Mitte,verbal,,,,,2020,verbal attack,2020 Nov 25
2020-11-24,Lichtenberg,LGBTIQ*-feindliche Propaganda in Lichtenberg Mitte,Ein extrem rechter Funktionär verteilte im Umfeld des U-Bhf. Friedrichsfelde Flugblätter gegen Gender Mainstreaming einer extrem rechten Zeitung in Anwohner*innenbriefkästen.,Antifa Hohenschönhausen,,,,,,2020,,2020 Nov 24
2020-11-21,Mitte,Homophob beleidigt und mit Steinen beworfen,"Zwei Männer wurden im Ortsteil Mitte von einer Gruppe von Jugendlichen und Heranwachsenden homophob beleidigt und mit Steinen beworfen. Die beiden 30- und 34-jährigen Männer waren gegen 1.50 Uhr am U-Bahnhof Eberswalder Straße in die Tram der Linie M1 mit Fahrtrichtung Kupfergraben eingestiegen. Während der Fahrt wurden sie dann von einer männlichen, mindestens sechsköpfigen Gruppe mehrfach homophob beleidigt. Nach dem zeitgleichen Aussteigen am Rosenthaler Platz wurden sie weiter von der Gruppe beleidigt. Als sie auf dem Weinbergsweg in Richtung Volkspark am Weinbergsweg fortgingen, wurde aus der Gruppe heraus mit Steinen nach ihnen geworfen, die jedoch die zwei Männer nicht trafen.
Alarmierte Einsatzkräfte konnten noch in der Nähe zwei 14-, einen 16- und einen 18-Jährigen als Teil der Tätergruppe festnehmen.","Polizeimeldung vom 21.11.2020, Queer.de vom 21.11.2020",verbal,,,,,2020,verbal attack,2020 Nov 21
2020-11-21,Marzahn-Hellersdorf,LGBTIQ*-feindlicher Angriff in Mahlsdorf,Zwei Männer und eine Frau wurden am Abend auf der Straße Alt-Mahlsdorf von einem 57-jährigen Mann aus LGBTIQ*-feindlicher Motivation beleidigt und angegriffen.,ReachOut,physical,,,,,2020,physical attack,2020 Nov 21
2020-11-20,Lichtenberg,LGBTIQ*-feindliche Propaganda in Lichtenberg Nord,"Auf der Vulkanstraße Ecke Josef-Orlopp-Straße, in der Herzbergstraße Höhe Siegfriedstraße, in der Möllendorffstraße bis zur Frankfurter Allee wurden Sticker mit Vermerk auf eine transfeindliche Homepage gemeldet und entfernt. Es handelt sich um Sticker von transexklusiven radikalen Feminist*innen.",Lichtenberger Register,,,,,,2020,,2020 Nov 20
2020-11-18,Tempelhof-Schöneberg,LGBTIQ*feindliche Beschimpfung beim Aldi in der Hoeppnerstraße,"Am 18.11.2020 (ca. 17.30 Uhr) wurden zwei Frauen in der Nähe vom Aldi Parkplatz in der Hoeppnerstraße Richtung U-Bahnhof Tempelhof aus LGBTIQ*-feindlicher Motivation beschimpft. Der Mann (ca. Anfang/Mitte 50 Jahre) wirkte stark alkoholisiert und behauptete, dass sich die Frauen durch ihre (vermeintlichen) Sexualpraktiken zu 80-90 % mit dem Corona-Virus infizieren und sterben würden.",Register Marzahn-Hellersdorf,verbal,,,,,2020,verbal attack,2020 Nov 18
2020-11-18,Reinickendorf,LGBTIQ-feindliche Äußerungen in einer Bildungsmaßnahme,"Im Rahmen einer Bildungsmaßnahme eines staatlich anerkannten Bildungsträgers kam es zu einem LGBTIQ-feindlichen Vorfall. Der Dozent verkündete im Rahmen des Unterrichts zur Anatomie des menschlichen Körpers, „dass Homosexualität ein Gendefekt“ sei. Eine teilnehmende Person der Bildungsmaßnahme suchte im Anschluss sowohl das Gespräch mit dem Träger als auch mit dem Dozenten. Die Leiterin des Trägers wies darauf hin, dass die gemachte Äußerung „im Kontext zu betrachten sei“ und wies auf den Wissensschatz des Dozenten bezüglich der Lehrinhalte hin. Im Gespräch mit dem Dozenten berief sich dieser auf die „Meinungsfreiheit“, legitimierte seine Haltung durch Evolutionstheorien und zeigte sich hinsichtlich der Diskriminierungsvorwürfe nicht einsichtig. In der Folge entschloss sich die teilnehmende Person, die Bildungsmaßnahme nicht weiter zu besuchen und zu kündigen. Kurz darauf erreichte die Person ein Ausschlussschreiben vom Bildungsträger, mit dem Hinweis, dass sie aufgrund von ""Störungen"" von der Maßnahme ausgeschlossen werde.",Berliner Register,,,,,,2020,,2020 Nov 18
2020-11-17,Mitte,Transfeindliche Aufkleber in Mitte,"Mehrere transfeindliche Aufkleber wurden in der Dircksenstraße im Ortsteil Mitte gefunden und entfernt. Auf der mit den Aufklebern beworbenen Website werden Transpersonen gezielt angegriffen, indem Transfrauen ihre Identität als Frau abgesprochen wird und dazu aufgerufen wird, sie aus Frauenräumen auszuschließen.",Registerstelle Mitte,,,,,,2020,,2020 Nov 17
2020-11-16,Treptow-Köpenick,LGBTIQ*-Feindliche Aufkleber in Köpenick Nord,In der Mahlsdorfer Str. bis in die Bahnhofstr. wurden ca. 20 trans-feindliche Aufkleber entdeckt und entfernt.,Zentrum für Demokratie,,,,,,2020,,2020 Nov 16
2020-11-16,Friedrichshain-Kreuzberg,Mann am Ostkreuz aus rastischer und LGBTIQ*feindlicher Motivation beleidigt bespuckt,"Ein 55-jähriger Mann, der gegen 13.10 Uhr auf einer Bank am S-Bahnhof Ostkreuz sitzt, wird von einem 48-jährigen Mann aus rassistischer und LGBTIQ*feindlicher Motivation beleidigt und ins Gesicht gespuckt.","Polizei Berlin, 14.01.2021",verbal,,,,,2020,verbal attack,2020 Nov 16
2020-11-14,Lichtenberg,LGBTIQ*-feindliche Aufkleber in Lichtenberg Nord,Auf der Möllendorffstraße wurden 35 Sticker mit einem Vermerk auf eine transfeindliche Homepage gemeldet und entfernt. Es handelt sich um Sticker von transexklusiven radikalen Feminist*innen.,Lichtenberger Register,,,,,,2020,,2020 Nov 14
2020-11-12,Neukölln,LGBTIQ*-feindlicher Angriff,Ein 26-jähriger Mann wird gegen 18 Uhr in der Isarstraße zum wiederholten Mal von einer Gruppe Jugendlicher aus LGBTIQ*-feindlicher Motivation beleidigt und angegriffen.,ReachOut,physical,,,,,2020,physical attack,2020 Nov 12
2020-11-02,Treptow-Köpenick,Rassistische und LGBTIQ*-feindliche Äußerung und Benachteiligung im Bezirksamt Treptow-Köpenick,"Nach einer Auseinandersetzung über dienstliche Entscheidungen empfahl der Gesundheitsstadtrat dem stellvertretendem Amtsartz in einem persönlichem Gespräch, seine  ""Außendarstellung zu ändern"". Der Betroffene ist Schwarz und schwul.Das Vorfallsdatum entspricht dem Veröffentlichungsdatum des Vorfalls.",Tagesspiegel vom 02.11.2020,,,,,,2020,,2020 Nov 02
2020-11-01,Mitte,Homophobe massive Bedrohung und Beleidigung im Wedding,"Ein 29 jähriger Gast wurde gegen 20.45 Uhr an einem Imbiss in der Seestraße von einem 50-Jährigen Mann bespuckt, sowie von ihm dessen 47 Jahre alten Begleiter homophob beleidigt und bedroht. Als der 29-Jährige sein Essen bestellen wollte, war er von dem 50-Jährigen von hinten über die Schulter bespuckt worden. Daraufhin wurde er von dem 50-Jährigen und seinem Begleiter homophob beleidigt bis ihm der ältere Beleidiger auch Schläge androhte. Den daraufhin alarmierten Polizeikräften gaben auch andere Gäste an, durch den 50-Jährigen beleidigt worden zu sein. Schließlich beleidigte und bedrohte der Randalierer auch noch die Polizeikräfte.","Registerstelle Mitte, Polizeimeldung vom 02.11.2020",verbal,,,,,2020,verbal attack,2020 Nov 01
2020-11-01,Neukölln,LGTBIQ*-feindlicher Angriff auf Kottbusser Damm,Gegen 20.15 Uhr wurde eine Person von einem unbekannten Mann aus LGBTIQ*feindlicher Motivation auf den Kopf geschlagen.,"ReachOut Berlin, Polizei Berlin, 14.01.2021",physical,,,,,2020,physical attack,2020 Nov 01
2020-10-30,Mitte,LGBTIQ*feindliche Beleidigung auf Youtube,Der Youtube-Channel der Ibn-Rushd-Goethe-Moschee in Moabit erhielt einen homosexuelle Menschen beleidigenden Kommentar.,Ibn-Rushd-Goethe-Moschee,verbal,,,,,2020,verbal attack,2020 Oct 30
2020-10-29,Spandau,LGBTIQ*-feindlicher Angriff,Ein 41-jähriger Mann wurde gegen 17:00 Uhr in einem Friseurgeschäft in der Schönwalder Straße von einem 27-jährigen Mann aus LGBTIQ*-feindlicher Motivation beleidigt und mit der Faust auf den Kopf geschlagen.,ReachOut Berlin,physical,,,,,2020,physical attack,2020 Oct 29
2020-10-28,Marzahn-Hellersdorf,NPD-Aufkleber in Hellersdorf-Süd,An einem Briefkasten in der Neuen Grottkauer Straße wurde ein NPD-Aufkleber gefunden und entfernt. Der Aufkleber propagiert ein rein binäres Geschlechterbild.,Register Marzahn-Hellersdorf,,,,,,2020,,2020 Oct 28
2020-10-24,Treptow-Köpenick,LGBTIQ*-feindlicher Aufkleber in Plänterwald,In der Köpenicker Landstraße wurde ein LGBTIQ*-feindlicher Aufkleber der neonazistischen Kleinstpartei 3. Weg entdeckt und entfernt.,Zentrum für Demokratie,,,,,,2020,,2020 Oct 24
2020-10-20,Pankow,LGBTIQ*-feindlicher Angriff in Pankow,"Im Ortsteil Pankow wurden zwei Jugendliche (13 und 14 Jahre) gegen 16:00 Uhr auf einem Spielplatz im Obernburger Weg aus einer Gruppe von drei Personen LGBTIQ*-feindlich beleidigt. Die Jugendlichen wurden von der Gruppe verfolgt und einer von ihnen wurde mit einem Gegenstand geschlagen. Zeug*innen greifen ein und verhindern so, dass die Jugendlichen mit Baseballschläger geschlagen werden.",ReachOut,physical,,,,,2020,physical attack,2020 Oct 20
2020-10-16,Tempelhof-Schöneberg,LGBTIQ*feindliche Angriff in der Froberstr. ,"Gegen 0.30 Uhr wird eine 41-jährige Transperson in der Bülow- Ecke Frobenstraße aus einem Auto heraus, das mit vier Personen besetzt ist, mit einem Abschlepphaken beworfen. Die Transperson wird außerdem mit einem Pflasterstein beworfen und am Rücken getroffen.","ReachOut Berlin, Polizei Berlin, 16.10.2020 queer.de, 16.10.2020",physical,,,,,2020,physical attack,2020 Oct 16
2020-10-13,Mitte,Homofeindlicher Angriff in Moabit,"Gegen 4.40 Uhr wurde in Moabit ein Mann geschlagen und homofeindlich beleidigt: Der 31-jährige Mann stand an der Kreuzung Paulstraße / Lüneburger Straße vor einem dortigen Hotel. Dort fragte ihn ein Unbekannter, ob er eine Zigarette bekommen könne. Nachdem er ihm eine Zigarette gab, stieß ihm der unbekannte Mann mit dem Knie ins Gesicht und beschimpfte ihn homofeindlich. Der unbekannte Schläger flüchtete anschließend in die Lüneburger Straße und der leichtverletzte 31-Jährige alarmierte die Polizei.","Polizeimeldung vom 13.10.2020, Queer.de vom 13.10.2020",physical,,,,,2020,physical attack,2020 Oct 13
2020-10-09,Mitte,LGBTIQ*feindliche Beleidigung auf Instagram ,Die Ibn-Rushd-Goethe-Moschee in Moabit erhielt auf ihrem Instagram-Profil einen homosexuelle Menschen beleidigenden Kommentar.,Ibn-Rushd-Goethe-Moschee,verbal,,,,,2020,verbal attack,2020 Oct 09
2020-10-05,Mitte,LGBTIQ*feindliche Beleidigung auf Instagram ,Die Ibn-Rushd-Goethe-Moschee in Moabit erhielt auf ihrem Instagram-Profil einen homosexuelle Menschen beleidigenden Kommentar.,Ibn-Rushd-Goethe-Moschee,verbal,,,,,2020,verbal attack,2020 Oct 05
2020-10-03,Neukölln,LGBTIQ*feindlicher Angriff in der Karl-Marx-Straße,Gegen 2.00 Uhr wurde einer 28-jährige Person auf der Karl-Marx-Straße von einem Unbekannten aus LGBTIQ*feindlicher Motivation ins Gesicht gespuckt.,ReachOut Berlin,physical,,,,,2020,physical attack,2020 Oct 03
2020-09-27,Mitte,LGBTIQ*feindliche Aufkleber im Berliner Hauptbahnhof,Im Berliner Hauptbahnhof wurden auf der unteren Ebene mehrere LGBTIQ*feinliche Aufkleber entdeckt.,Berliner Register,,,,,,2020,,2020 Sep 27
2020-09-26,Friedrichshain-Kreuzberg,LGBTIQ*-feindlicher Angriff in der Hasenheide,"Gegen 19:30 Uhr beobachtete ein Zeuge an der Hasenheide, wie ein Mann einen anderen Mann von hinten mit einem Regenschirm mehrmals in den Rücken pickst und ihn u. a. als „Schwuchtel“ beschimpft, weil er scheinbar beim Vorbeigehen etwas gestriffen wurde. Neben weiteren Beleidigungen griff der Mann das Opfer unvermittelt an, schlug auf das Opfer ein und schubste es mehrmals in Richtung Straße. Das Opfer wurde dabei leicht verletzt. Die vom Zeugen gerufene Polizei hat das Opfer umfassend beraten und nahm einen Anzeige wegen Körperverletzung auf.",Bürger*innenmeldung,physical,,,,,2020,physical attack,2020 Sep 26
2020-09-26,Tempelhof-Schöneberg,LGBTIQ*feindlicher Angriff,Gegen 5.00 Uhr wird ein 41-jähriger Mann in der Frobenstraße von drei Männern aus LGBTIQ*feindlicher Motivation beleidigt und zu Boden gestoßen. Am Boden liegend wird der 41-Jährige mit einer Verkehrswarnbake geschlagen und verletzt.,"ReachOut Berlin, queer.de, 26.9.2020",physical,,,,,2020,physical attack,2020 Sep 26
2020-09-26,Friedrichshain-Kreuzberg,LGBTIQ*-Feindlicher Angriff,Gegen 2.00 Uhr wird ein 33-jähriger Mann von einem unbekannten Täter aus LGBTIQ*feindlicher Motivation in Friedrichshain-Kreuzberg beleidigt und geschlagen.,"Polizei Berlin, 14.01.2021",physical,,,,,2020,physical attack,2020 Sep 26
2020-09-24,Pankow,Homophober Angriff in Pankow,"Im Ortsteil Pankow wurde ein Mann (45 Jahre) in einem Wohnheim in der Berliner Straße gegen 1:00 Uhr von einem anderen Bewohner (19 Jahre) mit Schlägen und einem Messer angegeriffen. Die Polizei ermittelt, ob es sich um eine homophobe Tat handelt.",Pressemitteilung der Polizei vom 24.09.2020,physical,,,,,2020,physical attack,2020 Sep 24
2020-09-24,Neukölln,LGBTIQ*-feindliche Beleidigung in Nordneukölln,In der Rollbergstr. wurden zwei Frauen mehrfach homofeindlich beleidigt.,Register Neukölln,verbal,,,,,2020,verbal attack,2020 Sep 24
2020-09-21,Mitte,LGBTIQ*feindliche Beleidigung auf Youtube,Der Youtube-Channel der Ibn-Rushd-Goethe-Moschee in Moabit erhielt einen homosexuelle Menschen beleidigenden Kommentar.,Ibn-Rushd-Goethe-Moschee,verbal,,,,,2020,verbal attack,2020 Sep 21
2020-09-19,Mitte,"Schoa-Relativierung auf dem ""Marsch für das Leben""","Ab 13.00 Uhr führte der diesjährige ""Marsch für das Leben"" des Bundesverbands Lebensrecht mit ca. 2000 Teilnehmenden durch Mitte zum Brandenburger Tor, um für schärfere Verbote von Schwangerschaftsabbrüchen, gegen Sterbehilfe und gegen Queerpolitik zu demonstrieren. An der Demonstration beteiligten sich auch deutlich erkennbar zahlreiche extrem rechte Gruppierungen, Neonazis und AfD-Politiker*innen. Auf vielen Plakaten wurde die Schoah relativiert dadurch, dass Schwangerschaftsabbrüche mit NS-Begriffen wie ""unwertes Leben"" und ""Gnadentod"" und dem Slogan ""Nie wieder"" mit der Ermordung von Menschen im NS gleichgesetzt wurden. Während Begriffe wie ""unwertes Leben"" & ""Gnadentod"" als perfide Rechtfertigungen für den Mord an Behinderten genutzt wurden, ist der Slogan ""Nie wieder"" im deutschen Kontext klar mit der Schoa verbunden und im Zusammenhang mit Schwangerschaftsabbrüchen relativierend. Auf T-Shirts einiger Teilnehmer wurde ein Embryo in einem verfremdeten Davidsstern dargestellt, auf einem T-Shirt eines weiteren Teilnehmers stand: ""Stoppt den Babycaust!""","Registerstelle Mitte, Democ vom 21.09.2020, Recherche- und Informationsstelle Antisemitismus (RIAS)",,,,,,2020,,2020 Sep 19
2020-09-17,Friedrichshain-Kreuzberg,LGBTIQ*-feindlicher Angriff am Strausberger Platz,"Ein Unbekannter griff am Abend zwei Frauen an, die gegen 19:20 Uhr auf einer Bank am Strausberger Platz saßen und sich küssten. Erst pöbelte der Täter die Frauen an, dann sprühte er Pfefferspray in ihre Richtung, verfehlte sie jedoch. Danach warf er noch mehrere Glasflaschen auf das Pärchen. Die beiden Frauen blieben unverletzt.",Polizeimeldung Nr. 2195,physical,,,,,2020,physical attack,2020 Sep 17
2020-09-15,Reinickendorf,LGBTIQ-feindliches Thema beim Stammtisch der AfD-Reinickendorf,"Im September fand der Stammtisch der AfD-Reinickendorf  mit dem Thema „Frühsexualisierung an Kitas und Schulen. Die Macht pädophiler Netzwerke“ statt. Der Begriff „Frühsexualisierung“ ist eine extrem rechte Falscherzählung, die darauf abzielt, Sexualpädagogik und eine Pädagogik der Vielfalt zu delegitimieren. Er richtet sich gegen jegliche Formen des Gendermainstreaming. Der angstschürende  Begriff ""Frühsexualisierung“ stellt Sexualität als eine äußere Bedrohung da. Es wird behauptet, eine Auseinandersetzung mit sexueller und geschlechtlicher Vielfalt ziele darauf ab, Kindern und Jugendlichen eine kollektiv unterstellte Cis- und Heterogeschlechtlichkeit auszureden und abzuerziehen. Häufig wird dafür der Begriff „Umerziehung“ verwendet. Er suggeriert, sexuelle sowie geschlechtliche Identität seien frei wähl- und entsprechend änderbar. Damit geht die Verwendung der extrem rechten Falscherzählung einher, es gebe eine sogenannte „Homolobby“, die zum Ziel habe, traditionelle Familienmodelle  abzuschaffen. Oft ist die Falscherzählung in einen verallgemeinernden Pädophilievorwurf eingebettet.",Register Reinickendorf,verbal,,,,,2020,verbal attack,2020 Sep 15
2020-09-09,Mitte,Antisemitische und LGBTIQ*feindliche Hass-Mail an die Registerstelle Mitte,Die Registerstelle Mitte erhielt eine antisemitische und LGBTIQ*feindliche Hass-Mail.,Registerstelle Mitte,,,,,,2020,,2020 Sep 09
2020-09-09,Berlinweit,Antisemitische E-Mail,Am 9. September erhielt eine zivilgesellschaftliche Organisation eine antisemitische und LGBTIQ*feindliche Hass-Mail.,Recherche- und Informationsstelle Antisemitismus (RIAS),,,,,,2020,,2020 Sep 09
2020-09-08,Mitte,LGBTIQ*feindliche Kundgebung vor dem Roten Rathaus,"Ab 15.00 Uhr fand eine Kundgebung des LGBTIQ*feindlichen Bündnisses ""Demo für alle"" (DfA)vor dem Roten Rathaus statt. Der ""Buss der Meinungsfreiheit"" zog auf seinem zweiten Tour-Stopp jedoch nur ca 15 Personen an, die den Ausführungen des Teams rund um Organisatorin Hedwig von Beverfoerde zuhörten. Unter den Kundgebungsteilnehmenden waren auch die AfD-Mitglieder des Berliner Abgeordnetenhauses Tommy Tabor und Thorsten Weiß. Die Kundgebung wurde jedoch von mehreren rechten Video-Bloggern live gestreamt und erreichte schnell fünfstellige Aufrufzahlen.
Als ""aktuellen"" Anlass der Tour nutzt Beverfoerde den in den letzten Jahren bekannt gewordenen Skandal um den 2008 verstorbenen Sexualpädagogen Helmut Kentler, auf dessen Betreiben Jugendämter Kinder und Jugendliche an pädophile Pflegeväter gaben. Beverfoerde instrumentalisierte diese Jahrzehnte zurückliegenden Missbrauchsfälle und forderte, dass die angeblich mit Kentler ""untrennbar verwobene Sexualpädagogik konsequent aus Lehr- und Bildungsplänen, Unterrichtsmaterialien, Studiengängen und Ausbildungen entfernt"" werde solle. Mit dieser instrumentellen Verknüpfung des Skandals mit dem gewohnten Skandalisierungsversuch von angeblicher ""Frühsexualisierung"" und ""Gender-Ideologie"", stellt die DfA ihre Kritiker*innen und Homosexuelle als Befürworter*innen von Pädophilie dar und verschärft die Hetze gegen alles, was sie mit ihrem Feindbild ""Gender-Ideologie"" in Verbindung bringt.",Queer.de vom 9.9.2020,,,,,,2020,,2020 Sep 08
2020-09-08,Mitte,"Angriff auf Gegendemonstranten auf der ""Demo für alle"" Kundgebung","Ein queerer Gegendemonstrant, der auf der LGBTIQ*feindlichen Kundgebung am Roten Rathaus dem Team der ""Demo für alle""-Bus-Tour eine Frage stellte, wurde von einem Team-Mitarbeiter brutal mit Schwung geschubst. Da der kritische Fragesteller Abstand gehalten hatte, musste sich der Angreifer dafür extra auf ihn zubewegen, was er mit Schwung tat.","Registerstelle Mitte, Radio QueerLive",physical,,,,,2020,physical attack,2020 Sep 08
2020-09-07,Mitte,LGBTIQ*feindlicher Angriff in Moabit,"Gegen 19.15 Uhr wurde an der Kreuzung Beusselstraße Ecke Zwinglistraße ein 22-jähriger Mann homophob beleidigt und geschlagen. Ein 39-jähriger Nachbar war dem 22-Jährigen gefolgt und hatte ihn homophob beleidigt. Anschließend schlug der Angreifer dem 22-Jährigen mit flacher und bespuckter Hand auf den Rücken, wischte seine seine Spucke auf dessen Jacke ab und flüchtete vor dem Eintreffen der Polizei.","Polizeimeldung vom 08.09.2020, Queer.de vom 08.09.2020",physical,,,,,2020,physical attack,2020 Sep 07
2020-09-07,Berlinweit,LGBTIQ*feindliches Mobbing am Arbeitsplatz,"Am Arbeitsplatz wurde ein trans Mensch gemobbt. Das Datum entspricht nicht dem Datum des Vorfalls, sondern dem Datum der Meldung.",Antidiskriminierungsberatung Alter oder Behinderung der Landesvereinigung Selbsthilfe Berlin,,,,,,2020,,2020 Sep 07
2020-09-05,Friedrichshain-Kreuzberg,LGBTIQ*-feindlicher Angriff auf Helfende,"Zwei Männer wurden Zeugen, als gegen 18.30 Uhr in einem Zug der U8 ein Mann eine Transperson mehrfach beleidigte. Die Zeugen forderten den Mann auf, die Beleidigungen zu unterlassen. Darauf hin wurden sie aus einer Gruppe von 5-6 Jugendlichen heraus mit Fausschlägen attackiert. Als einer der Zeugen zu Boden ging, traten ihm die Angreifer mehrfach gegen den Kopf und er mußte im Krankenhaus behandelt werden.
Nachdem die Angegriffenen die Notbremse des Zuges betätigten, stiegen die Angreifer am U-Bahnhof Moritzplatz aus und flüchteten. Die Transperson hatte sich vor Eintreffen der Polizei ebenfalls entfernt. Ein Angreifer konnte in der Oranienstraße festgenommen werden.","queer.de, Polizeimeldung Nr. 2087",physical,,,,,2020,physical attack,2020 Sep 05
2020-08-29,Friedrichshain-Kreuzberg,LGBTIQ*-feindlicher Angriff in der Oranienstraße,"Ein Mann befand sich gegen 5 Uhr in der Oranienstraße in Begleitung zwei weiterer Zeugen, als er von einem entgegenkommenden Paar homophob beleidigt wurde. Unvermittelt aus dem folgenden Streitgespräch wurde das 39jährige Opfer von dem Mann mit einer Glasflasche auf den Kopf geschlagen und erlitt eine Platzwunde. Das Päärchen flüchtete Richtung Kottbusser Tor.",Polizeimeldung Nr. 2040,physical,,,,,2020,physical attack,2020 Aug 29
2020-08-29,Mitte,LGBTIQ*feindlicher Angriff im Wedding,Gegen 11.45 Uhr wird ein 38-jähriger Mann in der Utrechter Straße von zwei unbekannten Männern aus LGBTIQ*feindlicher Motivation in seine Wohnung gedrängt und geschlagen.,"ReachOut, Polizei Berlin vom 19.10.2020",physical,,,,,2020,physical attack,2020 Aug 29
2020-08-28,Spandau,Rassistischer Angriff auf Minderjährigen in Staaken,"In einem Bus der Linie M32 wurde ein 17-Jähriger gegen 17:40 Uhr von einem Mann rassistisch und LGBTIQ*-feindlich beleidigt und anschließend zusammen mit drei Zeuginnen an der Haltestelle ""Brunsbütteler Damm/ Magistratsweg"" aus dem Bus gedrängt. Als der Minderjährige zu fliehen versuchte, wurde er vom Täter ins Gebüsch gestoßen und mit einer Bierflasche beworfen. Der 17-Jährige wurde dabei leicht verletzt.",Pressemeldung der Polizei vom 29.08.20,physical,,,,,2020,physical attack,2020 Aug 28
2020-08-23,Pankow,LGBTIQ*feindliche Beleidigung und Schlag im Prenzlauer Berg,Im Ortsteil Prenzlauer Berg wurden gegen 1:50 zwei Männer (30 und 33 Jahre) in einem Restaurant in der Schönhauser Allee aus einer Gruppe heraus aus LGBTIQ*-feindlichen Motiven beledigt und anschließend von einem Mann (26 Jahre) geschlagen.,ReachOut,verbal,,,,,2020,verbal attack,2020 Aug 23
2020-08-22,Friedrichshain-Kreuzberg,LGBTIQ*-feindliche Schmiererei an der U1,"An der Ersatzhaltestelle der U1 Schlesisches Tor (Richtung Warschauer) wurde eine LGBTIQ*-feindliche Schmiererei entdeckt, die sich gegen die Polizei richtete.",Bürger*innenmeldung,,,,,,2020,,2020 Aug 22
2020-08-21,Mitte,LGBTIQ*feindlicher Angriff in Gesundbrunnen,"Ein 26-jähriger Mann wurde gegen 18.00 Uhr in der Badstraße in Gesundbrunnen von einem 35-jährigen Mann aus LGBTIQ*feindlicher Motivation beleidigt, an den Hals gepackt und bedroht.",ReachOut Berlin,physical,,,,,2020,physical attack,2020 Aug 21
2020-08-20,Berlinweit,Transfeindliche Äußerungen einer Therapeutin,Am 20.08. kam es gegenüber einer Schwarzen Person zu transfeindlichen Äußerungen von der eigenen Therapeutin.,Each One Teach One (EOTO) e.V.,,,,,,2020,,2020 Aug 20
